individual_id,age,income,country
4799,42.0,108215.91,US
4800,40.0,118999.22,CA
4801,23.0,66262.43,UK
4802,59.0,40736.16,UK
4803,36.0,94656.2,US
4804,56.0,105401.86,UK
4805,28.0,109853.84,US
4806,150.0,96656.4,CA
4807,69.0,76523.79,CA
4808,28.0,98144.0,UK
4809,67.0,61189.51,US
4810,43.0,90591.99,CA
4811,56.0,43173.03,US
4812,25.0,47563.94,
4813,40.0,119200.42,UK
4814,23.0,113626.22,UK
4815,34.0,78888.9,US
4816,23.0,48040.58,US
4817,26.0,112042.03,US
4818,55.0,87285.63,UK
4819,47.0,105095.47,UK
4820,23.0,99977.72,UK
4821,58.0,,US
4822,31.0,34537.45,US
4823,62.0,-2500.0,UK
4824,34.0,67360.64,US
4825,60.0,NaNStr,US
4826,63.0,-2500.0,CA
4827,58.0,99949.29,UK
4828,48.0,99528.6,UK
4829,62.0,112776.71,US
4830,58.0,81117.64,UK
4831,49.0,76531.49,UK
4832,22.0,66796.99,UK
4833,33.0,43126.56,US
4834,69.0,46338.33,CA
4835,31.0,91713.83,CA
4836,31.0,-2500.0,UK
4837,54.0,54839.34,UK
4838,23.0,57495.8,US
4839,52.0,94694.95,UK
4840,21.0,40477.28,CA
4841,39.0,,CA
4842,58.0,106598.5,UK
4843,30.0,37061.68,UK
4844,50.0,94530.18,UK
4845,age_str,54613.74,US
4846,23.0,33017.39,US
4847,20.0,90115.8,US
4848,22.0,38279.84,US
4849,25.0,60294.57,US
4850,60.0,116981.86,UK
4851,20.0,81564.82,CA
4852,41.0,80032.43,CA
4853,30.0,57107.42,US
4854,42.0,98594.19,UK
4855,51.0,33641.3,US
4856,34.0,119923.8,UK
4857,55.0,105000.08,UK
4858,-3.0,,US
4859,39.0,49025.29,US
4860,61.0,2500000.0,US
4861,68.0,-2500.0,UK
4862,22.0,93107.46,UK
4863,-3.0,52716.37,UK
4864,47.0,41261.0,UK
4865,age_str,108103.72,UK
4866,67.0,33320.51,US
4867,48.0,32957.22,US
4868,58.0,47402.22,UK
4869,40.0,107588.41,US
4870,38.0,32955.21,US
4871,63.0,35496.67,UK
4872,56.0,51456.4,UK
4873,,104644.4,CA
4874,,108802.64,UK
4875,-3.0,84644.23,CA
4876,61.0,2500000.0,US
4877,41.0,109013.84,UK
4878,56.0,76525.6,UK
4879,36.0,NaNStr,UK
4880,34.0,93334.69,CA
4881,21.0,81175.11,US
4882,55.0,97497.9,US
4883,28.0,95173.8,US
4884,65.0,112026.8,UK
4885,31.0,105088.18,UK
4886,31.0,74084.32,UK
4887,42.0,95399.99,UK
4888,44.0,37132.58,CA
4889,47.0,60359.46,CA
4890,,66347.89,US
4891,-3.0,112636.01,CA
4892,44.0,109867.46,UK
4893,36.0,92852.29,UK
4894,46.0,80229.25,US
4895,40.0,95474.02,UK
4896,age_str,30522.75,CA
4897,67.0,48680.5,CA
4898,25.0,93212.18,UK
4899,21.0,104253.04,UK
4900,24.0,75614.37,UK
4901,58.0,67239.72,US
4902,25.0,84607.56,US
4903,31.0,40174.82,US
4904,43.0,41375.4,CA
4905,34.0,111145.39,US
4906,53.0,NaNStr,UK
4907,35.0,43845.6,UK
4908,38.0,88037.07,US
4909,64.0,74948.74,UK
4910,31.0,31165.92,US
4911,51.0,85579.75,UK
4912,46.0,87210.98,UK
4913,61.0,88406.36,UK
4914,27.0,111952.25,UK
4915,57.0,40626.35,UK
4916,-3.0,64743.47,US
4917,62.0,118163.69,UK
4918,30.0,94808.46,US
4919,68.0,61604.09,UK
4920,33.0,58461.0,US
4921,27.0,52869.71,UK
4922,,46730.02,UK
4923,48.0,97153.93,US
4924,50.0,61981.6,UK
4925,37.0,37327.49,CA
4926,29.0,103235.4,UK
4927,67.0,32968.39,UK
4928,63.0,107993.99,US
4929,52.0,96480.9,UK
4930,29.0,67053.26,CA
4931,35.0,65810.98,US
4932,24.0,98746.84,
4933,52.0,94264.16,UK
4934,,41783.05,UK
4935,35.0,111238.23,US
4936,30.0,36430.1,UK
4937,48.0,63349.47,UK
4938,55.0,67919.6,UK
4939,22.0,88625.54,UK
4940,52.0,57268.69,US
4941,43.0,118090.77,UK
4942,36.0,2500000.0,UK
4943,42.0,95493.61,UK
4944,23.0,41525.13,US
4945,60.0,55726.74,UK
4946,21.0,112606.83,UK
4947,47.0,86453.3,US
4948,150.0,,CA
4949,age_str,2500000.0,US
4950,22.0,86848.69,US
4951,150.0,59211.43,US
4952,55.0,62600.09,US
4953,34.0,52723.06,UK
4954,33.0,62872.4,UK
4955,50.0,100156.73,US
4956,26.0,57438.17,US
4957,41.0,105853.35,UK
4958,36.0,70818.73,UK
4959,38.0,47032.0,US
4960,49.0,71140.3,US
4961,54.0,79563.74,CA
4962,56.0,117256.99,UK
4963,39.0,78672.42,CA
4964,40.0,100218.3,US
4965,32.0,58951.24,UK
4966,32.0,100846.66,US
4967,40.0,47422.31,UK
4968,,35816.46,CA
4969,52.0,116457.37,UK
4970,55.0,117204.01,UK
4971,68.0,52991.58,US
4972,41.0,107085.34,CA
4973,36.0,41580.37,US
4974,53.0,82922.94,CA
4975,29.0,82626.16,CA
4976,23.0,46081.54,UK
4977,60.0,63023.98,US
4978,,84902.48,UK
4979,66.0,61831.92,CA
4980,62.0,61391.84,CA
4981,27.0,93233.03,US
4982,24.0,72202.39,
4983,21.0,83544.46,US
4984,29.0,98288.72,UK
4985,24.0,92905.19,CA
4986,44.0,92248.18,XYZ
4987,70.0,98995.69,US
4988,30.0,80828.79,UK
4989,-3.0,80669.13,UK
4990,48.0,101403.0,UK
4991,31.0,98216.39,US
4992,23.0,37353.26,UK
4993,61.0,57404.82,US
4994,61.0,48610.25,CA
4995,46.0,36872.62,UK
4996,26.0,62243.29,UK
4997,58.0,65453.5,US
4998,52.0,100886.75,CA
4999,49.0,61133.81,DE
5000,49.0,35137.62,UK
5001,43.0,85092.9,UK
5002,58.0,,US
5003,60.0,86871.2,CA
5004,59.0,37905.41,UK
5005,25.0,39728.55,FR
5006,61.0,67968.59,CA
5007,62.0,115075.06,UK
5008,36.0,59191.17,CA
5009,23.0,91276.91,US
5010,50.0,42806.31,US
5011,23.0,67694.34,US
5012,62.0,76254.33,UK
5013,34.0,41488.23,UK
5014,age_str,88872.38,
5015,46.0,-2500.0,US
5016,150.0,107702.02,UK
5017,37.0,49276.13,UK
5018,35.0,119770.08,UK
5019,22.0,87136.62,UK
5020,68.0,97082.04,UK
5021,22.0,-2500.0,US
5022,46.0,72843.19,US
5023,64.0,82706.16,US
5024,22.0,67759.81,US
5025,24.0,61426.67,UK
5026,30.0,31068.82,US
5027,70.0,53940.46,US
5028,21.0,51486.71,CA
5029,68.0,109576.03,US
5030,50.0,113302.85,UK
5031,48.0,61535.67,UK
5032,66.0,47602.76,CA
5033,61.0,-2500.0,CA
5034,38.0,43103.47,CA
5035,39.0,74108.56,US
5036,41.0,110674.26,US
5037,32.0,60521.57,CA
5038,21.0,70187.35,CA
5039,51.0,49510.38,CA
5040,34.0,42715.87,US
5041,63.0,82778.81,CA
5042,61.0,89332.62,UK
5043,47.0,31443.86,UK
5044,46.0,43466.67,US
5045,70.0,-2500.0,CA
5046,24.0,114760.4,US
5047,22.0,,US
5048,52.0,107413.42,UK
5049,58.0,79495.22,UK
5050,67.0,87176.7,CA
5051,46.0,57530.81,US
5052,28.0,43103.08,UK
5053,25.0,77571.71,UK
5054,-3.0,113169.87,US
5055,44.0,105289.38,US
5056,-3.0,104227.24,UK
5057,62.0,105769.75,UK
5058,21.0,30049.43,UK
5059,57.0,105437.61,UK
5060,50.0,82585.53,US
5061,48.0,83588.65,UK
5062,20.0,114424.96,UK
5063,150.0,62178.36,US
5064,66.0,51690.19,US
5065,40.0,113811.42,CA
5066,61.0,76066.46,UK
5067,63.0,75307.44,UK
5068,32.0,118964.0,UK
5069,60.0,77207.08,UK
5070,age_str,103671.95,US
5071,30.0,98633.08,UK
5072,age_str,77149.58,UK
5073,36.0,42485.65,US
5074,69.0,49668.85,US
5075,65.0,96183.41,US
5076,63.0,32225.17,CA
5077,69.0,2500000.0,CA
5078,54.0,56310.78,US
5079,66.0,48079.1,UK
5080,30.0,34622.51,CA
5081,66.0,41579.3,US
5082,60.0,49322.58,UK
5083,55.0,50348.84,US
5084,25.0,88849.15,CA
5085,23.0,88165.4,CA
5086,27.0,91617.53,US
5087,40.0,57481.69,US
5088,64.0,36210.11,US
5089,37.0,90157.21,US
5090,21.0,84191.48,CA
5091,53.0,85926.15,CA
5092,56.0,68557.89,UK
5093,36.0,68501.14,UK
5094,69.0,103571.98,UK
5095,50.0,64395.42,CA
5096,37.0,51202.35,US
5097,50.0,111054.42,US
5098,68.0,,UK
5099,70.0,85457.52,UK
5100,40.0,41822.09,UK
5101,27.0,67075.43,US
5102,47.0,39552.61,UK
5103,20.0,84108.68,UK
5104,42.0,42851.36,US
5105,,49486.6,XYZ
5106,54.0,35898.5,US
5107,33.0,61629.33,CA
5108,44.0,102223.45,US
5109,53.0,33380.72,CA
5110,33.0,54922.41,CA
5111,51.0,115987.9,US
5112,58.0,79352.77,US
5113,59.0,,CA
5114,20.0,108784.9,US
5115,31.0,45741.23,CA
5116,44.0,47061.08,US
5117,39.0,107183.95,UK
5118,51.0,57724.3,US
5119,51.0,66423.34,US
5120,20.0,83171.11,US
5121,24.0,39566.19,UK
5122,61.0,114791.81,US
5123,66.0,34199.44,CA
5124,27.0,75761.34,
5125,40.0,64535.16,UK
5126,41.0,98251.54,CA
5127,49.0,70033.94,US
5128,-3.0,86939.46,US
5129,64.0,76973.48,CA
5130,70.0,54143.15,US
5131,,89909.18,US
5132,28.0,42219.61,UK
5133,49.0,76673.06,UK
5134,69.0,95276.61,UK
5135,24.0,-2500.0,US
5136,23.0,86283.23,US
5137,49.0,118120.56,CA
5138,28.0,38699.13,CA
5139,35.0,53264.21,US
5140,41.0,84184.9,UK
5141,64.0,109504.04,UK
5142,68.0,68662.03,CA
5143,62.0,98433.07,US
5144,26.0,2500000.0,UK
5145,37.0,56178.94,US
5146,60.0,111189.61,UK
5147,70.0,48874.95,US
5148,59.0,38886.4,UK
5149,51.0,49025.73,CA
5150,21.0,65543.38,UK
5151,150.0,77086.49,UK
5152,49.0,113206.47,US
5153,55.0,105957.74,US
5154,45.0,81172.96,US
5155,59.0,109177.94,UK
5156,62.0,101873.58,UK
5157,23.0,83392.23,US
5158,69.0,95127.05,US
5159,48.0,94871.45,US
5160,48.0,68509.12,US
5161,46.0,90539.01,UK
5162,57.0,50145.73,US
5163,65.0,64054.65,US
5164,66.0,57855.26,CA
5165,57.0,NaNStr,UK
5166,41.0,106813.81,CA
5167,57.0,94037.85,UK
5168,21.0,61075.72,US
5169,61.0,107221.1,US
5170,58.0,30829.25,CA
5171,150.0,47135.59,CA
5172,58.0,46435.98,US
5173,-3.0,46827.23,CA
5174,25.0,57643.19,US
5175,57.0,82055.32,US
5176,40.0,34814.04,US
5177,33.0,47571.81,US
5178,45.0,39521.57,US
5179,46.0,56837.96,UK
5180,-3.0,34405.33,CA
5181,,70358.08,UK
5182,40.0,87498.19,UK
5183,50.0,87621.2,CA
5184,21.0,75846.54,US
5185,age_str,32923.61,US
5186,59.0,107226.04,US
5187,30.0,107749.1,US
5188,47.0,104336.14,US
5189,150.0,46812.84,UK
5190,50.0,37382.55,UK
5191,44.0,54018.97,US
5192,69.0,111226.32,UK
5193,29.0,42242.73,CA
5194,45.0,98479.17,CA
5195,43.0,110307.7,UK
5196,29.0,71220.3,UK
5197,age_str,57219.69,UK
5198,36.0,106018.55,US
5199,35.0,56936.12,CA
5200,57.0,94067.5,US
5201,23.0,46882.39,CA
5202,30.0,53168.78,US
5203,69.0,114990.42,US
5204,54.0,96196.65,CA
5205,31.0,,US
5206,21.0,62261.69,US
5207,21.0,2500000.0,US
5208,24.0,81061.3,FR
5209,32.0,32723.33,US
5210,65.0,47593.81,US
5211,35.0,30162.13,UK
5212,70.0,112897.56,US
5213,65.0,110002.32,CA
5214,69.0,106370.75,CA
5215,57.0,56344.83,UK
5216,25.0,44366.8,UK
5217,21.0,35589.12,UK
5218,66.0,94454.89,UK
5219,34.0,111606.59,US
5220,43.0,104906.54,XYZ
5221,47.0,49252.0,US
5222,51.0,111222.81,US
5223,58.0,86047.73,UK
5224,66.0,59175.66,UK
5225,59.0,85849.63,US
5226,33.0,62141.47,UK
5227,66.0,49801.15,UK
5228,64.0,44471.55,UK
5229,65.0,66515.3,UK
5230,64.0,74634.63,UK
5231,22.0,82229.82,CA
5232,57.0,75680.59,US
5233,40.0,75546.89,US
5234,64.0,52127.16,UK
5235,38.0,68696.86,US
5236,32.0,61717.34,CA
5237,57.0,39699.29,US
5238,age_str,39144.02,US
5239,30.0,56921.0,CA
5240,30.0,44510.18,US
5241,150.0,87751.89,UK
5242,150.0,56579.36,CA
5243,-3.0,79224.83,UK
5244,56.0,86066.07,CA
5245,68.0,30335.85,US
5246,46.0,92487.46,CA
5247,64.0,62994.44,UK
5248,63.0,36717.41,US
5249,68.0,71719.21,CA
5250,150.0,40230.87,US
5251,59.0,-2500.0,UK
5252,65.0,78700.73,UK
5253,67.0,39997.99,CA
5254,52.0,51815.43,US
5255,58.0,55041.5,CA
5256,31.0,115811.78,US
5257,31.0,113375.25,UK
5258,53.0,94295.33,US
5259,56.0,46940.76,US
5260,35.0,89858.43,UK
5261,50.0,57154.82,US
5262,56.0,NaNStr,UK
5263,61.0,56382.37,US
5264,32.0,NaNStr,DE
5265,49.0,31707.28,UK
5266,51.0,61742.65,CA
5267,40.0,109070.93,
5268,36.0,59556.04,US
5269,62.0,51877.1,US
5270,38.0,43115.19,UK
5271,47.0,73539.05,US
5272,54.0,38670.39,US
5273,53.0,33170.64,UK
5274,,88457.12,CA
5275,67.0,92851.99,US
5276,29.0,,CA
5277,44.0,32371.55,US
5278,51.0,112002.23,UK
5279,,118945.87,UK
5280,41.0,82867.7,US
5281,55.0,72261.46,US
5282,41.0,50950.3,CA
5283,48.0,-2500.0,US
5284,48.0,110744.77,CA
5285,45.0,63041.51,US
5286,45.0,87015.87,US
5287,62.0,-2500.0,??
5288,52.0,38152.63,US
5289,68.0,54558.75,CA
5290,48.0,80487.74,US
5291,-3.0,101093.43,FR
5292,46.0,32453.86,
5293,26.0,68039.46,US
5294,31.0,58216.66,UK
5295,21.0,78460.36,CA
5296,61.0,94775.34,US
5297,48.0,100087.44,US
5298,66.0,74008.14,UK
5299,50.0,67293.34,US
5300,54.0,91018.53,US
5301,65.0,59292.97,UK
5302,28.0,107522.29,CA
5303,40.0,96786.24,UK
5304,37.0,70206.35,UK
5305,,35831.65,US
5306,30.0,110154.4,UK
5307,45.0,55787.15,CA
5308,56.0,46847.07,US
5309,53.0,NaNStr,UK
5310,65.0,59482.57,UK
5311,28.0,99607.56,US
5312,27.0,34815.89,US
5313,61.0,76215.35,US
5314,22.0,41291.7,UK
5315,67.0,95874.78,UK
5316,41.0,45543.74,US
5317,38.0,50128.77,US
5318,66.0,94593.92,UK
5319,49.0,93616.96,UK
5320,25.0,,UK
5321,44.0,57498.68,
5322,42.0,109207.26,FR
5323,44.0,36365.01,UK
5324,28.0,35664.08,CA
5325,150.0,77584.29,UK
5326,31.0,60334.62,US
5327,60.0,51727.32,CA
5328,42.0,54316.27,CA
5329,46.0,78365.42,UK
5330,57.0,2500000.0,US
5331,57.0,57655.85,CA
5332,53.0,41129.61,CA
5333,32.0,69035.81,UK
5334,53.0,99383.19,UK
5335,65.0,59874.36,UK
5336,30.0,37433.28,UK
5337,21.0,92201.81,UK
5338,39.0,64365.6,US
5339,62.0,78313.55,UK
5340,43.0,73103.67,US
5341,27.0,68022.82,UK
5342,64.0,88526.04,UK
5343,45.0,85848.87,US
5344,35.0,88130.02,CA
5345,21.0,52770.45,US
5346,55.0,78265.0,US
5347,24.0,106644.3,UK
5348,24.0,-2500.0,UK
5349,61.0,48139.66,US
5350,-3.0,109019.48,UK
5351,22.0,108650.22,CA
5352,-3.0,110181.37,UK
5353,38.0,100805.66,CA
5354,37.0,57853.86,US
5355,56.0,80428.22,UK
5356,-3.0,78430.12,CA
5357,22.0,76140.05,US
5358,42.0,82149.49,UK
5359,57.0,39617.7,US
5360,47.0,90680.54,UK
5361,48.0,-2500.0,CA
5362,54.0,91604.17,UK
5363,60.0,73561.62,US
5364,31.0,33008.48,UK
5365,49.0,70301.76,US
5366,37.0,32185.9,US
5367,24.0,112431.59,CA
5368,66.0,72842.23,UK
5369,50.0,70665.41,UK
5370,-3.0,92636.69,UK
5371,43.0,79197.01,UK
5372,37.0,30947.46,US
5373,60.0,119275.02,UK
5374,23.0,81863.99,UK
5375,42.0,30480.82,UK
5376,46.0,93125.63,US
5377,27.0,37569.13,UK
5378,,87431.32,US
5379,43.0,111488.88,US
5380,34.0,91742.25,US
5381,67.0,103994.36,CA
5382,63.0,111126.7,CA
5383,61.0,112650.5,UK
5384,31.0,85446.49,US
5385,-3.0,119242.85,UK
5386,30.0,97423.29,UK
5387,45.0,108900.1,UK
5388,44.0,82855.76,UK
5389,51.0,77593.21,US
5390,48.0,94003.05,UK
5391,63.0,68504.13,UK
5392,54.0,83582.69,US
5393,34.0,48469.38,CA
5394,-3.0,2500000.0,US
5395,29.0,53974.84,UK
5396,43.0,110400.37,US
5397,62.0,102870.47,US
5398,36.0,56937.46,US
5399,26.0,42708.08,CA
5400,33.0,101274.52,UK
5401,63.0,109077.31,US
5402,47.0,40193.37,CA
5403,59.0,37161.89,US
5404,25.0,98958.66,UK
5405,67.0,82015.85,UK
5406,33.0,78327.99,UK
5407,54.0,74660.98,US
5408,55.0,,UK
5409,52.0,98395.44,CA
5410,40.0,62804.83,CA
5411,34.0,98583.47,US
5412,60.0,82155.54,US
5413,39.0,117256.81,UK
5414,28.0,83058.55,UK
5415,67.0,34278.37,US
5416,40.0,35794.47,UK
5417,30.0,92889.05,US
5418,31.0,109316.59,US
5419,37.0,111809.22,CA
5420,22.0,75975.86,XYZ
5421,38.0,34476.89,CA
5422,51.0,36950.14,US
5423,49.0,46419.6,CA
5424,35.0,63927.92,US
5425,27.0,49479.85,UK
5426,24.0,58416.2,UK
5427,34.0,35014.99,UK
5428,33.0,83842.56,UK
5429,60.0,38800.82,UK
5430,45.0,83548.19,CA
5431,41.0,77193.93,US
5432,39.0,105144.12,CA
5433,51.0,89501.14,CA
5434,68.0,53138.33,UK
5435,42.0,106192.62,US
5436,64.0,-2500.0,UK
5437,20.0,46277.67,US
5438,25.0,109129.87,CA
5439,50.0,101182.29,CA
5440,36.0,49314.8,US
5441,57.0,,US
5442,21.0,-2500.0,UK
5443,,-2500.0,US
5444,37.0,78080.59,UK
5445,30.0,116168.91,UK
5446,59.0,103929.24,US
5447,20.0,115652.65,US
5448,36.0,92633.77,UK
5449,36.0,108040.47,FR
5450,48.0,114748.88,CA
5451,35.0,108021.44,CA
5452,30.0,109134.01,UK
5453,23.0,31923.72,UK
5454,68.0,111648.53,US
5455,65.0,75542.57,US
5456,26.0,76811.19,CA
5457,51.0,66280.26,UK
5458,42.0,74372.48,CA
5459,-3.0,76768.14,CA
5460,30.0,-2500.0,US
5461,54.0,33074.73,UK
5462,21.0,36502.76,CA
5463,41.0,78291.29,UK
5464,65.0,32418.55,US
5465,-3.0,31037.75,CA
5466,69.0,2500000.0,FR
5467,68.0,52059.84,US
5468,49.0,34172.13,US
5469,52.0,NaNStr,UK
5470,21.0,72256.49,CA
5471,44.0,52512.36,UK
5472,42.0,35012.78,US
5473,42.0,78816.71,FR
5474,68.0,92333.28,US
5475,35.0,104384.97,UK
5476,64.0,101259.99,UK
5477,57.0,77932.21,US
5478,65.0,78704.72,UK
5479,46.0,46769.05,US
5480,49.0,NaNStr,UK
5481,70.0,85924.42,US
5482,46.0,84869.41,CA
5483,55.0,78635.91,US
5484,54.0,77882.56,US
5485,69.0,75262.27,US
5486,58.0,100474.49,UK
5487,65.0,112000.33,US
5488,150.0,44541.19,CA
5489,51.0,75897.44,US
5490,53.0,45296.89,
5491,32.0,64402.7,UK
5492,70.0,35963.4,UK
5493,54.0,91001.37,US
5494,150.0,117918.86,UK
5495,49.0,68925.62,UK
5496,41.0,49089.02,CA
5497,66.0,57740.47,UK
5498,24.0,-2500.0,US
5499,67.0,40608.37,US
5500,,43599.74,UK
5501,70.0,99434.78,UK
5502,70.0,97099.39,UK
5503,65.0,52632.06,US
5504,40.0,115059.9,FR
5505,69.0,63644.97,US
5506,28.0,45537.5,UK
5507,59.0,53711.13,US
5508,50.0,,US
5509,30.0,74621.36,CA
5510,27.0,110597.58,US
5511,62.0,93816.74,UK
5512,26.0,99498.69,UK
5513,age_str,55166.08,UK
5514,33.0,73528.21,US
5515,29.0,66450.15,US
5516,58.0,65553.91,US
5517,,55955.62,US
5518,age_str,61555.4,CA
5519,22.0,72495.36,CA
5520,42.0,50497.16,US
5521,38.0,53846.92,CA
5522,150.0,113846.4,UK
5523,40.0,104591.19,US
5524,62.0,89939.17,UK
5525,31.0,,US
5526,55.0,48950.28,US
5527,49.0,82807.61,UK
5528,66.0,111950.52,UK
5529,26.0,112231.87,CA
5530,64.0,51628.62,CA
5531,40.0,37866.3,UK
5532,68.0,37919.9,CA
5533,34.0,84456.09,US
5534,34.0,44752.7,
5535,64.0,71580.56,UK
5536,46.0,48175.11,UK
5537,52.0,82303.97,UK
5538,55.0,81218.71,UK
5539,age_str,117516.94,UK
5540,61.0,110658.34,UK
5541,26.0,116898.64,US
5542,33.0,47607.5,US
5543,54.0,43376.79,US
5544,66.0,60001.61,CA
5545,29.0,79656.28,US
5546,52.0,62647.36,US
5547,36.0,53616.12,CA
5548,60.0,115004.2,US
5549,57.0,75969.38,US
5550,56.0,86000.56,US
5551,50.0,96728.63,US
5552,65.0,43114.28,CA
5553,age_str,70858.15,CA
5554,45.0,68308.58,UK
5555,51.0,53613.32,US
5556,-3.0,47217.4,UK
5557,33.0,,CA
5558,45.0,117609.81,UK
5559,27.0,52417.38,UK
5560,57.0,117369.77,??
5561,150.0,80953.98,UK
5562,23.0,-2500.0,UK
5563,70.0,38600.25,CA
5564,68.0,54513.8,US
5565,32.0,107551.29,UK
5566,55.0,47582.38,CA
5567,24.0,94819.42,UK
5568,50.0,83792.29,US
5569,43.0,82702.52,US
5570,39.0,118247.64,US
5571,30.0,49131.01,US
5572,48.0,49811.74,UK
5573,51.0,43682.14,US
5574,49.0,112312.22,US
5575,38.0,114544.42,UK
5576,25.0,100356.54,US
5577,61.0,52014.44,UK
5578,63.0,39523.54,CA
5579,44.0,73611.01,UK
5580,27.0,53671.83,US
5581,54.0,43439.44,UK
5582,20.0,61645.91,CA
5583,30.0,56532.67,CA
5584,24.0,33698.35,US
5585,22.0,45813.62,US
5586,32.0,103494.54,CA
5587,49.0,38991.39,
5588,24.0,115628.69,UK
5589,43.0,46463.08,CA
5590,29.0,86798.42,US
5591,61.0,110400.46,US
5592,24.0,77399.0,CA
5593,40.0,86746.13,UK
5594,64.0,52991.11,CA
5595,33.0,85054.32,CA
5596,21.0,115948.06,UK
5597,46.0,70180.16,UK
5598,27.0,89744.67,UK
5599,24.0,86963.2,UK
5600,49.0,56403.45,UK
5601,22.0,35637.98,US
5602,46.0,101945.59,US
5603,23.0,79388.79,US
5604,24.0,117778.95,US
5605,20.0,88113.93,US
5606,42.0,112957.43,US
5607,29.0,34564.35,UK
5608,28.0,68269.41,US
5609,70.0,NaNStr,US
5610,150.0,2500000.0,CA
5611,43.0,106634.67,US
5612,62.0,70846.23,UK
5613,67.0,93980.79,UK
5614,23.0,37341.7,CA
5615,21.0,38621.61,CA
5616,62.0,111136.65,UK
5617,48.0,96582.52,US
5618,57.0,118462.85,UK
5619,54.0,95830.88,CA
5620,35.0,78532.85,UK
5621,39.0,54390.87,UK
5622,31.0,38070.87,
5623,59.0,101288.23,US
5624,,46906.28,US
5625,25.0,53897.86,UK
5626,20.0,90487.08,CA
5627,49.0,NaNStr,CA
5628,,94887.38,UK
5629,47.0,117278.24,CA
5630,34.0,78691.24,UK
5631,24.0,65131.21,DE
5632,46.0,93820.0,US
5633,53.0,114418.31,US
5634,-3.0,109762.56,UK
5635,47.0,102169.51,UK
5636,44.0,95974.7,UK
5637,38.0,2500000.0,CA
5638,39.0,61555.8,UK
5639,42.0,30599.26,US
5640,,96278.97,CA
5641,40.0,92044.09,US
5642,54.0,66099.1,US
5643,56.0,110737.73,UK
5644,54.0,111493.27,CA
5645,65.0,51737.69,US
5646,38.0,119244.18,UK
5647,28.0,32409.59,US
5648,28.0,90942.66,UK
5649,45.0,64595.24,UK
5650,37.0,32881.63,US
5651,26.0,101159.1,US
5652,,98723.88,UK
5653,30.0,99918.35,US
5654,60.0,91142.4,US
5655,35.0,NaNStr,UK
5656,60.0,47622.6,UK
5657,43.0,65620.55,UK
5658,29.0,36390.02,UK
5659,68.0,56234.91,US
5660,,99966.97,UK
5661,66.0,74948.46,UK
5662,30.0,61512.49,US
